政治,せいじ,政治,0
ニュース,ニュース,新闻,1
スピーチ,スピーチ,演讲（～をします：进行演讲）,2
試合,しあい,比赛,0
アルバイト,アルバイト,打工（～をします：打工）,3
意見,いけん,意见,1
［お］話,［お］はなし,讲话，演讲，故事,3
ユーモア,ユーモア,幽默,1
むだ,むだ,浪费,0
デザイン,デザイン,设计,2
交通,こうつう,交通,0
ラッシュ,ラッシュ,交通巅峰时间,1
最近,さいきん,最近,0
たぶん,たぶん,大概，可能,1
きっと,きっと,一定,0
ほんとうに,ほんとうに,真的，的确,0
そんなに,そんなに,并不（用于否定）,4
～について,～について,关于～,
しかたがありません。,しかたがありません。,没办法,
着ます,きます,穿（衬衫等）［シャツを～］,
はきます,はきます,穿〔鞋，裤子〕［くつを～］［靴を～］,
かぶります,かぶります,戴〔帽子等〕［ぼうしを～］［帽子を～］,
かけます,かけます,戴〔眼镜〕［めがねを～］［眼鏡を～］,
生まれます,うまれます,出生,
コート,コート,大衣，外套,1
スーツ,スーツ,西裝,1
セーター,セーター,毛衣,1
帽子,ぼうし,帽子,0
眼鏡,めがね,眼镜,1
よく,よく,经常,1
おめでとうございます。,おめでとうございます。,恭喜。（用于生日，婚礼，新年等时）,
聞きます,ききます,问〔老师〕［せんせいに～］［先生に～］,
回します,まわします,转动,
引きます,ひきます,拉,
変えます,かえます,改变，换,
触ります,さわります,摸，碰触〔门〕［ドアに～］,
出ます,でます,〔零钱〕出来［おつりが～］［お釣りが～］,
動きます,うごきます,（钟表）转动［とけいが～］［時計が～］,
歩きます,あるきます,走〔路〕［みちを～］［道を～］,
渡ります,わたります,过（桥）［はしを～］［橋を～］,
気をつけます,きをつけます,小心〔车辆〕，注意〔车辆〕［くるまに～］［車に～］,
引っ越しします,ひっこしします,搬家,
電気屋,でんきや,电器行,0
～屋,～や,经营某种店铺的人,
サイズ,サイズ,尺寸,1
音,おと,声音,2
機械,きかい,机械，机器,2
つまみ,つまみ,旋转钮,0
故障,こしょう,故障（～します：发生故障）,0
道,みち,道路,0
交差点,こうさてん,十字路口,0
信号,しんごう,红绿灯,0
角,かど,转角,1
橋,はし,桥,2
駐車場,ちゅうしゃじょう,停车场,0
…目,…め,第…,
［お］正月,［お］しょうがつ,新年,0
ごちそうさま［でした］。,ごちそうさま［でした］。,谢谢你的款待。（用于饮食后）,
くれます,くれます,给（我）,
連れて行きます,つれていきます,带（某人）去,
連れて来ます,つれてきます,带（某人）来,
送ります,おくります,送〔人〕［ひとを～］［人を～］,
紹介します,しょうかいします,介绍,
案内します,あんないします,带路，引路,
説明します,せつめいします,说明,
いれます,いれます,冲，泡〔咖啡〕［コーヒーを～］,
おじいさん／おじいちゃん,おじいさん／おじいちゃん,祖父，老爷爷,2
おばあさん／おばあちゃん,おばあさん／おばあちゃん,祖母，老奶奶,2
準備,じゅんび,准备（～します：做准备）,1
意味,いみ,意思,1
［お］菓子,［お］かし,糕点，点心,1
全部,ぜんぶ,全部,1
自分で,じぶんで,自己～,
考えます,かんがえます,思考，想,
着きます,つきます,到达，抵达（车站）［えきに～］［駅に～］,
留学します,りゅうがくします,留学,
取ります,とります,上（年纪）［としを～］［年を～］,
田舎,いなか,乡下，故乡,0
大使館,たいしかん,大使馆,3
グループ,グループ,组，群,2
チャンス,チャンス,机会,1
億,おく,亿,1
もし［～たら］,もし［～たら］,如果～,
いくら［～ても］,いくら［～ても］,无论～也，怎么～也,
